qid query question1 question2 passage human_id label1 label2
79 "tav chet tav meaning" "do you want to know the romany word chav" "would you like to know more about tav chet" "Chav is a Romany word for child or kid. I know this due to being friends with some gypsy kids when I was a child in Essex. Shouldnt get Romanies mixed up with the Irish tinkers (do-as-you-likeys) that pull up their caravans, tarmac peoples driveways (badly..) and leave a huge trail of sh*t everywhere they go... chav is a person who likes to wear sports brands (nike, adidas) as a fashion statement to look cool. They walk around with baggy clothes and pierced ears and talk slang and sound very simple with lots of zz's n vv's added to ends of words. they think they are tough and normally smoke. tezzadaman Â· 9 years ago." 0 1
80 "what is included in a towing package?" "are you looking for a towing package" "Are you looking for ford explorer 2008 tow package" "but when i asked, they said it did not have the tow package. it was not some 3rd party looking thing that said Uhaul or reese on it so it looked pretty factory to me... but i am finding it very difficult to even figure out what is included in a ford explorer 2008 tow package to be able to corroborate it against a used car i might find at Carmax... Supposedly this thing can tow 7000lbs w/ the right package...but is that brakes, shocks, and hitch? or just hitch?... here is a good example... look at that hitch..." 1 2
81 "how old to start medicare" "would you like to know how to start medicare" "do you want to know how old to turn 65 and sign up for medicare" "For most people, Medicare starts the 1st day of the month you turn age 65. You can sign up for Medicare Part A & B which covers about 80% of the costs of care." 1 0
82 "gigahertz technology definition" "Are you looking for megahertz mhz defined" "would you like to know how megahertz mhz is defined" "1 Megahertz - MHz is defined as millions of cycles per second - 1000 x more than kilo. See our table below.  Gigahertz - GHz is defined as billions of cycles per second - 1000 x more than mega, or 1,000,000,000 cycles per second - Microwave towers, UHF and EHF transmission - operate in the 1GHz to 100GHz range." 2 0
83 "what is the best temperature for seeds to germinate" "Are you looking for seeds germinate temperatures" "would you like to know the best temperature for seeds to germinate" "The conditions needed for seeds to germinate vary from species to species. In general we can say that all seeds need water and warmth to germinate. In general, most seeds will germinate at temperatures between 10C and 35C. Some seeds, however, need a period of cold before they will germinate." 2 1
84 "what are halobacterium" "would you like to know more about halobacterium" "Are you looking for methanospirillum hungatii scientific halophiles haloferax" "Share to: A halophile is a type of archeabacteria, this peticular species thrives in salty sollutions there for it is found in places such as the dead see and the great salt lake.he scientific name for methanogens is Methanospirillum Hungatii and the scientific name for halophiles is Haloferax Mediteranei." 1 2
85 "what is the igil" "are you looking for the ebook sigil" "would you like to know more about the igil of the igil" "About. Sigil is a free, open source, multi-platform ebook editor. It is designed to edit books in ePub format. 1  Its website is located at http://sigil-ebook.com. 2  Its current code repository is located at https://github.com/Sigil-Ebook/Sigil." 0 1
86 "how long does it take to cook tilapia" "would you like to know how long it takes to place a tilapia grill" "would you like to know how to cook tilapia" "Grease a baking pan and place the tilapia filets in the pan. Pour the butter mixture over the filets and bake at 350 F for 12 minutes. Season tilapia with salt, pepper and garlic powder, and dredge in flour. Spray a skillet with nonstick cooking spray, heat over medium heat and add tilapia to the pan. Cook for four minutes on each side. Brush tilapia with melted butter and garlic powder. Heat grill to medium, and place tilapia on the grill. Cook for 3 to 5 minutes on each side." 0 1
87 "what county is mcewen, tn in" "would you like to know what county is mcewen tn in" "do you want to know if mckean county comprises bradford pa" "McKean County is a rural county located in the U.S. state of Pennsylvania. As of the 2010 census, the population was 43,450. Its county seat is Smethport. The county was created in 1804 and later organized in 1826. It was named in honor of former Pennsylvania Governor and Declaration of Independence signer Thomas McKean. McKean County comprises the Bradford, PA Micropolitan Statistical Area. It is located in a sparsely populated region known as the Pennsylvania Wilds, including the Allegheny National Forest and borders New York." 1 0
88 "after giving blood how long does it take to replenish" "would you like to know how long does it take to replenish blood" "Are you looking for replenishes platelets plasma quickly red" "This is because the body replenishes platelets and plasma more quickly than red cells. Platelets will return to normal levels within about 72 hours of donating. Plasma (the liquid portion of your blood) will return to normal levels within a couple of days." 1 2
89 "what is a flexible compensation plan" "are you looking for flexible final salary schemes" "are you looking for a flexible compensation plan" "The proposal for final salary schemes, dubbed flexible defined benefits aims to transfer more risk to savers by removing the requirement for schemes to increase pension payments in line with inflation, known as indexation. Employers would still provide a set level of income in retirement however." 0 1
90 "which part of europe is united kingdom in" "do you want to know where the united kingdom is located northwest of europe" "Are you looking for united kingdom located northwest europe" ": United Kingdom located at the northwest part of Europe, comprises of England, Scotland, Wales and Northern Ireland. UK shares its only land border with Republic of Ireland on its west." 0 2
91 "what county is conway arkansas in" "Are you looking for conway county arkansas clerk offices" "are you looking for the offices of the clerk for conway county arkansas" "Conway County Find Conway County Arkansas clerk offices, including county, city, and circuit clerks, and clerks of court. Clerks provide information on public court records and legal documents, criminal, jail, and arrest records, marriage licenses, divorce, judicial, and probate records, businesses liens, notary services, real estate taxes and voter registration services." 2 0
92 "find phone number for irs" "would you like to know the phone number of the irs office customer service" "Are you looking for irs office customer service phone" "IRS Office Customer Service Phone Number Phone Number: 1 (800) 829-1040. Shortcut: N/A - Edit" 0 2
93 "cost of replacing brake pads on kia soul at dealer" "would you like to know the cost of replacing brake pads" "Are you looking for cars taken brake repairs" "When cars are taken in for brake repairs the most commonly performed job is a replacement of brake pads or brake shoes. These parts are inexpensive and labor time should be about an hour. Replacement pads or shoes should be about $20 with the total cost being $100 or less in repair shop. Beyond a simple replacement of brake pads or shoes, other brake problems can add up. Brake rotors and drums, calipers, lines and the master cylinder each may need replacement at some point. Costs of more extensive repairs can easily reach $1,000." 1 2
94 "what hormone affects urine output" "would you like to know what hormone affects urine output" "Are you looking for adh result kidneys retain water" "ADH (Antidiuretic Hormone). The brain and kidneys regulate the amount of water excreted by the body. When the blood volume is low, the concentration of solutes in the blood is high. When the hypothalamus senses this low blood volume and increased serum osmolality it synthesizes ADH, a small peptide molecule.DH (continued). Increased blood volume prevents the release of ADH. As a result, the kidneys retain less water, which dilutes the urine and increases urine output." 1 2
95 "what is a reinsurance company" "Are you looking for reinsurance means insurance company" "do you want to know what reinsurance means" "Reinsurance is the means by which an insurance company (called the reinsured, ceding company or cedant) shares the risk of loss with another insurance company (called the reinsurer)." 2 0
96 "what is the human perception of white balance" "Are you looking for white color human visual senses" "would you like to know how white balance affects the visual senses" "White is the color the human visual system senses when the incoming light to the eye stimulates all three types of color sensitive cone cells in the eye in nearly equal amounts. Materials that do not emit light themselves appear white if their surfaces reflect back most of the light that strikes them in a diffuse way." 2 0
97 "who can propose a canadian copyright tariff" "Are you looking for tariff classification number use canada" "are you looking for a canadian copyright tariff" "The H.S. Tariff Classification Number for use in Canada for the classification of goods is contained in the Customs Tariff, S.C. 1997, c. 36 , which implements Canadaâs obligations as a party to the Convention." 2 1
98 "what is omalon foam" "would you like to know how omnex was previously described" "Are you looking for omnex previously described" "OMNEX is a cyanoacrylate-based synthetic sealant. This compound was approved by the US Food and Drug Administration in June 2010 as an adjuvant for the closure of vascular suture lines.8 OMNEX has previously been described in the context of arteriovenous access, abdominal aortic aneurysm, and femoral bypass procedures." 0 2
99 "legal definition of goodwill" "would you like to know the definition of goodwill" "do you want to know the value of goodwill" "n. the benefit of a business having a good reputation under its name and regular patronage. Goodwill is not tangible like equipment, right to lease the premises, or inventory of goods. It becomes important when a business is sold, since there can be an allocation in the sales price for the value of the goodwill, which is always a subjective estimate." 1 0
100 "what structure collects the filtrate directly from the glomerulus" "Are you looking for nephrons glomerulus filters blood produces" "would you like to know more about the glomerulus of the glomerulus" "Each kidney has many millions of nephrons. The glomerulus filters blood and produces glomerular filtrate. This filtrate contains water, glucose, salts and urea. Large molecules such as protein are too large to fit through the blood capillary walls. The bowman's capsule collects the filtrate and it enters the tubules." 2 1
101 "foods not to eat when you are sleepy" "Are you looking for nighttime snacks help sleep" "are you looking for nighttime snacks that help you sleep" "Nighttime snacks help you sleep. For some people, a light snack before bed can help promote sleep. For others, eating before bed can lead to indigestion and make sleeping more difficult. If you need a bedtime snack, try: Half a turkey sandwich; A small bowl of whole-grain, low-sugar cereal; Milk or yogurt; A banana" 2 0
102 "waht is the proper name for a uk garden ant" "Are you looking for eggplant american english aubergine" "would you like to know the proper name for a uk garden ant" "Eggplant (American English) or aubergine (British English), is a species of nightshade, Solanum melongena, grown for its edible fruit. Eggplant is the common name in North America and Australia, but British English uses the French word aubergine. It is known in South Asia, Southeast Asia and South Africa as brinjal. The fruit is widely used in cooking. As a member of the genus Solanum, it is related to the tomato and the potato." 2 1
103 "can you oil cleanse your body" "are you looking for body cleanser drops with lemon essential" "Are you looking for body cleanser drops lemon essential" "1 Body Cleanser: Only two drops of lemon essential oil to 8 ounces of water can be your best body cleanser. Drink it in the morning and keep your digestive system clean!  Improve Concentration: Whether you are studying or working late, lemon oil will help you be more alert, focused and on-task." 0 2
104 "molina mycare ohio phone number" "Are you looking for molina healthcare phone number" "are you looking for molina mycare ohio phone number" "In total, Molina Healthcare has 1 phone number. It's not always clear what is the best way to talk to Molina Healthcare representatives, so we started compiling this information built from suggestions from the customer community." 2 1
105 "define deficiency" "would you like to know more about the deficiency of deficiency" "are you looking for a definition of nutritional deficiency" "Definition of nutritional deficiency. : an inadequate supply of essential nutrients (as vitamins and minerals) in the diet resulting in malnutrition or disease." 1 0
106 "cost of doing a garage conversion" "Are you looking for typical garage remodeling project cost" "would you like to know the typical cost of a typical garage remodeling project" "A typical garage remodeling project can cost anywhere between $7,000 and $15,000, but the scope of the project usually falls down to as little as $3,500 to $7,000 if you do everything yourself.Turning your garage into a separate apartment can cost as much as $40,000 to $70,000. garage remodel costs much less than adding on to your house since the foundation, walls and roof are already built. The cost will actually come down to how the converted garage will be used." 2 0
107 "what is medical nutrition therapy services" "Are you looking for medical nutrition therapy help manage" "would you like to know how medical nutrition therapy can help you manage diabetes" "What is Medical Nutrition Therapy? The foods we consume on a daily basis can significantly affect our mood, behavior and emotional health. Medical nutrition therapy can help manage chronic conditions that affect mental health and overall well-being." 2 0
108 "what dollar denominations are available?" "Are you looking for united states currency denominations 100" "are you looking for a specific dollar denomination" "Training and Education. Denominations Above The $100 Note. United States currency denominations above $100 are not available from the Department of the Treasury, the Federal Reserve System, or the Bureau of Engraving and Printing." 2 1
109 "what does eye twitching mean" "are you interested in the blepharospasm caused by the eye twitching" "would you like to know more about eye twitching" "Eye Twitching. An eyelid twitch, or blepharospasm, is a repetitive, involuntary spasm of the eyelid muscles. A twitch usually occurs in the upper lid, but it can occur in both the upper and lower lids. A persistent twitching means you should contact your eye doctor for a comprehensive eye exam." 0 1
110 "can i sue for punitive damages in small claims court" "Are you looking for money sue small claims" "do you want to sue for punitive damages in small claims court for money" "Click if you have been sued in small claims. If you have been sued for $10,000 or less in a limited civil case, the plaintiff (the person or company that sued) either could not take you to small claims court (because of the type of case or plaintiff involved) or chose NOT to file in small claims court. For example, in a dispute over whether or not you owe someone money, you can sue in small claims to recover money you paid under protest (which means you have to pay the amount and then go to court to ask for it back). 2  But you cannot sue to get the court to decide whether or not you owe money before you pay it." 2 0
111 "what is instant pectin" "are you looking for a specific brand of pectin" "Are you looking for pectin water soluble carbohydrate substance" "Pectin is a water soluble carbohydrate substance found in the cell walls of plants, where it helps keep cell walls together, and gives fruit firmness as it ripens. It is extracted from fruit to use as a setting in jams and jellies, and has become popular as a home remedy for arthritis when combined with grape juice." 1 2
112 "fish species in mosquito lake" "are you looking for fish species in mosquito lake" "would you like to know if gambusia are capable of consuming mosquito larva" "If you have a pond or any water source that does not have any fish, consider adding some gambusia affinis, better known as the mosquito fish. Mosquito fish are about an inch long and look similar to a guppy. A large female gambusia is capable of consuming over two hundred mosquito larvae in an hour." 1 0
113 "is altitude the same as elevation" "would you like to know the elevation of altitude" "Are you looking for elevation elevation" "1 Elevation-The elevation, or height, of mountains and other objects is recorded as part of topography. 2  It is usually recorded in reference to sea level (the surface of the ocean). 3  Latitude-Latitude gives the north/south position of a location in reference from the equator." 1 2
114 "how old do you have to to work at taco bell" "Are you looking for 16 legally aloud work grill" "are you interested in working aloud at a grill" "Report Abuse. What you will do if hired is dependable. You asked if a 16 year old can cook, I'm guessing that means you are 16. If you are than you can do quite a bit. You have to be at least 16 to go into the freezers, and work with the fryers. just now. Report Abuse. i work at McDonald's and no it depends where you work at 4 months of working there i learned how do to everything and was promoted by my 5th month at 16, i was legally not aloud to work on the grill till 18 so they might not let you till your 18 depending if its corporate or private owned." 2 0
115 "what is the purpose of pre-accident plan" "are you interested in ways to prevent accidents by yourself" "would you like to know the purpose of pre-accident plan" "SEVEN EXCELLENT SUGGESTIONS. Here are seven ways you, personally, can do something about preventing accidents: 1. Make accident prevention a part of your daily routine: Plan safety in advance. Before beginning a job, be sure your tools are in good condition. Also, see that you have the required protective equipment." 0 1
116 "how george harrison die" "Are you looking for george harrison beatle dies" "would you like to know more about george harrison" "George Harrison, Former Beatle, Dies at 58. George Harrison, the Beatles' lead guitarist and the composer of several of the group's most beautiful songs including While My Guitar Gently Weeps and Something, died Thursday at a friend's home in Los Angeles. He was 58." 2 1
117 "when did russia become a democracy" "do you want to know when russia began transitioning self rule" "are you interested in russian democracy" "Quick Answer. In 1991, after the Union of Soviet Socialist Republics' dissolution, Russia began transitioning to self rule as the Russian Federation. The new government adopted its constitution on Dec. 12, 1993. However, the exact distribution of authority among local leaders, regional leaders and the central government continues to evolve." 0 1
118 "how long discharge after c section" "Are you looking for section weeks longer fully recover" "do you want to know how long the c section takes to fully recover" "Most women go home 3 to 5 days after a C-section, but it may take 4 weeks or longer to fully recover. By contrast, women who deliver vaginally usually go home in a day or two and are back to their normal activities in 1 to 2 weeks." 2 0
119 "what is the salary with world travel holdings" "would you like to know the salary with world travel holdings" "Are you looking for average employee travel agent salary" "The ASTA report found the average employee travel agent salary to be $32,015. We can also break down travel agent employees into two distinct salary groups due to the pay difference-leisure travel agent salaries and corporate travel agent salaries." 1 2
120 "when does football season" "Are you looking for nfl schedule generally games" "would you like to know about football season" "The National Football League regular season begins the weekend after Labor Day in early September and ends in December or early January. It consists of 256 games, where each team plays 16 games during a 17-week period. Since 2012, the NFL schedule generally has games in one of five time slots during the week." 2 1
121 "what size are the largest backpacks" "Are you looking for large handbags perfect size" "would you like to know the size of the largest backpacks" "Large Handbags. The perfect size to fit a large wallet, your tablet, a magazine, and a water bottle, our large bags are the perfect workday bag. These styles generally measure from 14.5 to 18 in length, or have a height of at least 12. CLOSE [X]." 2 1
122 "recurring cost example" "are you looking for an example of recurring cost uncommon business expense" "Are you looking for recurring cost uncommon business expense" "non-recurring cost. An uncommon business expense or a one-time charge incurred as a result of rare event or activity, such as unit closure, litigation award, relocation, or a write-down of losses, that is charged against earnings in the year it occurs.n uncommon business expense or a one-time charge incurred as a result of rare event or activity, such as unit closure, litigation award, relocation, or a write-down of losses, that is charged against earnings in the year it occurs." 0 2
123 "plays of shakespeare how many" "are you looking for shakespeare" "would you like to see 37 plays presented at the shakespeare festival" "From inception in 1935 through the end of the 2014 season (excepting the war years 1941â1946) the Festival has presented all 37 of Shakespeare's plays a total of 303 times and 293 other plays a total of 327 times for a total of some 29,200 performances to an audience totaling approximately fifteen million." 1 0
124 "is cellulose a good dietary choice for humans" "Are you looking for cellulose type polysaccharide plant fiber" "are you looking for cellulose type polysaccharide plant fiber" "Cellulose is a type of polysaccharide plant fiber. Polysaccharide fiber is a carbohydrate composed of linked sugar molecules, however, humans lack the enzyme necessary to break cellulose down into component sugars, allowing your body to absorb it.he form of cellulose used in foods is soluble fiber. It is important to eat other food sources containing insoluble fiber, such as wheat bran, vegetables and whole grain, to gain the maximum contribution of fiber to health." 2 0
125 "can a condensation reaction between two aldehydes occur only in aromatic aldehydes" "are you interested in a condensation reaction between two aldehydes" "Are you looking for aldehyde ketone aldol condensation" "In this experiment, a mixed Aldol Condensation will be performed. This means that two different carbonyl compounds will be used, but only one, the ketone, will have Î±-hydrogens: the aldehyde will not have Î±-hydrogens. The overall reaction is shown below. Aldehyde Ketone Aldol Condensation Product." 1 2
126 "what are the common  forms of stimulants" "Are you looking for uses stimulants caffeine" "would you like to know more about stimulants" "Let's examine some of the more common types of stimulants, including caffeine, nicotine, cocaine, amphetamines, and methamphetamines. Caffeine is perhaps the most widely used stimulant in the world. Coffee, tea, chocolate, soda, candy, and energy drinks all contain caffeine.ou've probably taken stimulant medication in the past without realizing it. For example, if you have ever taken extra strength Excedrin, you have taken a stimulant. Below are other examples of medical uses for stimulants: 1  Caffeine is often added to painkillers in order to make them more effective." 2 1
127 "when was the first labor union created" "would you like to know more about the history of labor unions" "do you want to know how the labor union founded philadelphia came to be founded" "The first labor union in the US, was founded in Philadelphia. It came to be when workers in Philadelphia organized the Carpenter's Company; consisting of a group of shoemakers. The nation's first union was formed in 1794." 1 0
